"iem_cd","tck_iem_cd","ifs_tma_cd","ifs_tma_nm","tma_otl_cts"
US92343V1044,VZ,"0385",키오스크(KIOSK),"키오스크는 정부기관이나 지방자치단체, 은행, 백화점, 전시장 등 공공장소에 설치된 무인 정보단말기로 각종 행정절차나 상품정보, 시설물의 이용방법, 인근지역에 대한 관광정보 등을 제공함. 병원 및 항공사 체크인, 자동 정산 및 결제, 티켓 발매용 기기나 및 현금자동입출금기로도 사용되고 있으며, 국내에서는 이미 PC방, 편의점, 외식업계 등을 중심으로 빠르게 보급되고 있음."
US4592001014,IBM,"0385",키오스크(KIOSK),"키오스크는 정부기관이나 지방자치단체, 은행, 백화점, 전시장 등 공공장소에 설치된 무인 정보단말기로 각종 행정절차나 상품정보, 시설물의 이용방법, 인근지역에 대한 관광정보 등을 제공함. 병원 및 항공사 체크인, 자동 정산 및 결제, 티켓 발매용 기기나 및 현금자동입출금기로도 사용되고 있으며, 국내에서는 이미 PC방, 편의점, 외식업계 등을 중심으로 빠르게 보급되고 있음."
US5949181045,MSFT,"0385",키오스크(KIOSK),"키오스크는 정부기관이나 지방자치단체, 은행, 백화점, 전시장 등 공공장소에 설치된 무인 정보단말기로 각종 행정절차나 상품정보, 시설물의 이용방법, 인근지역에 대한 관광정보 등을 제공함. 병원 및 항공사 체크인, 자동 정산 및 결제, 티켓 발매용 기기나 및 현금자동입출금기로도 사용되고 있으며, 국내에서는 이미 PC방, 편의점, 외식업계 등을 중심으로 빠르게 보급되고 있음."
US42824C1099,HPE,"0385",키오스크(KIOSK),"키오스크는 정부기관이나 지방자치단체, 은행, 백화점, 전시장 등 공공장소에 설치된 무인 정보단말기로 각종 행정절차나 상품정보, 시설물의 이용방법, 인근지역에 대한 관광정보 등을 제공함. 병원 및 항공사 체크인, 자동 정산 및 결제, 티켓 발매용 기기나 및 현금자동입출금기로도 사용되고 있으며, 국내에서는 이미 PC방, 편의점, 외식업계 등을 중심으로 빠르게 보급되고 있음."
US2310211063,CMI,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US72919P2020,PLUG,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US6541101050,NKLA,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US37045V1008,GM,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US88160R1014,TSLA,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US35952H6018,FCEL,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US0937121079,BE,"0386",수소차(연료전지/부품/충전소 등),"수소연료전지전기차(FCEV)는 연료로 활용하는 수소가 공기 중에 있는 산소와 결합하는 과정에서 발생되는 전기에너지를 에너지원으로 사용하며, 이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차임. 전기차와 비교해 높은 에너지효율, 빠른 충전시간, 긴 주행거리 등의 장점을 갖고 있음. 최근 국내 자동차업체들뿐만 아니라 글로벌 자동차업체들도 수소차 개발 행렬에 동참하고 있어 관련 업체들의 중장기적인 수혜가 예상됨."
US5949181045,MSFT,"0387",블록체인,"블록체인이란 계약 및 금융 거래에 대한 정보를 중앙기관 없이 P2P 네트워크에 분산하여 참가자가 공동으로 기록 및 관리하는 기술을 뜻함. 제3자를 거치지 않기 때문에 수수료 및 관리 비용을 절감할 수 있으며, 정보의 공동 소유로 데이터의 임의 조작이 어려워 보안성이 높다는 장점이 있음. 비트코인 등 대부분의 가상화폐들이 이 기술에 바탕을 두고 있으며, 공공서비스, 물류서비스 등 다양한 산업 분야로 활용 가능성이 높아 관련업체들이 주목을 받고 있음."
US4581401001,INTC,"0387",블록체인,"블록체인이란 계약 및 금융 거래에 대한 정보를 중앙기관 없이 P2P 네트워크에 분산하여 참가자가 공동으로 기록 및 관리하는 기술을 뜻함. 제3자를 거치지 않기 때문에 수수료 및 관리 비용을 절감할 수 있으며, 정보의 공동 소유로 데이터의 임의 조작이 어려워 보안성이 높다는 장점이 있음. 비트코인 등 대부분의 가상화폐들이 이 기술에 바탕을 두고 있으며, 공공서비스, 물류서비스 등 다양한 산업 분야로 활용 가능성이 높아 관련업체들이 주목을 받고 있음."
US4592001014,IBM,"0387",블록체인,"블록체인이란 계약 및 금융 거래에 대한 정보를 중앙기관 없이 P2P 네트워크에 분산하여 참가자가 공동으로 기록 및 관리하는 기술을 뜻함. 제3자를 거치지 않기 때문에 수수료 및 관리 비용을 절감할 수 있으며, 정보의 공동 소유로 데이터의 임의 조작이 어려워 보안성이 높다는 장점이 있음. 비트코인 등 대부분의 가상화폐들이 이 기술에 바탕을 두고 있으며, 공공서비스, 물류서비스 등 다양한 산업 분야로 활용 가능성이 높아 관련업체들이 주목을 받고 있음."
US68389X1054,ORCL,"0387",블록체인,"블록체인이란 계약 및 금융 거래에 대한 정보를 중앙기관 없이 P2P 네트워크에 분산하여 참가자가 공동으로 기록 및 관리하는 기술을 뜻함. 제3자를 거치지 않기 때문에 수수료 및 관리 비용을 절감할 수 있으며, 정보의 공동 소유로 데이터의 임의 조작이 어려워 보안성이 높다는 장점이 있음. 비트코인 등 대부분의 가상화폐들이 이 기술에 바탕을 두고 있으며, 공공서비스, 물류서비스 등 다양한 산업 분야로 활용 가능성이 높아 관련업체들이 주목을 받고 있음."
US67066G1040,NVDA,"0387",블록체인,"블록체인이란 계약 및 금융 거래에 대한 정보를 중앙기관 없이 P2P 네트워크에 분산하여 참가자가 공동으로 기록 및 관리하는 기술을 뜻함. 제3자를 거치지 않기 때문에 수수료 및 관리 비용을 절감할 수 있으며, 정보의 공동 소유로 데이터의 임의 조작이 어려워 보안성이 높다는 장점이 있음. 비트코인 등 대부분의 가상화폐들이 이 기술에 바탕을 두고 있으며, 공공서비스, 물류서비스 등 다양한 산업 분야로 활용 가능성이 높아 관련업체들이 주목을 받고 있음."
US5951121038,MU,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US2193501051,GLW,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US11135F1012,AVGO,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US74736K1016,QRVO,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US0382221051,AMAT,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US8825081040,TXN,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US83088M1027,SWKS,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US7475251036,QCOM,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US4581401001,INTC,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US0378331005,AAPL,"0388",아이폰,"미국 애플사의 휴대 전화 시리즈로 2007년 첫 출시됐으며, 1년 주기로 신제품을 공개. 디지털 미디어 플레이어인 아이팟(iPod), 휴대폰, 인터넷 및 이메일 송수신 등이 가능하며, OS로 iOS라는 독자적인 플랫폼을 사용. 카메라, OLED/LCD 디스플레이, 배터리, 칩셋 및 프로세서(AP), D램, 낸드플래시, 기판과 적층세라믹콘덴서(MLCC) 등 다양한 부품이 적용되고 있으며 관련 업체들이 관련주로 부각. 아이폰 판매량 및 신제품 공개 등에 영향을 많이 받는 경향이 있음."
US1101221083,BMY,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US3755581036,GILD,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US75886F1075,REGN,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US7170811035,PFE,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US00287Y1091,ABBV,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US4781601046,JNJ,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US58933Y1055,MRK,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US0311621009,AMGN,"0389",면역항암제,"암 환자의 면역력을 키워 주는 항암제로 1세대 화학항암제, 2세대 표적항암제에 이어 3세대 항암제로 불리고 있음. 기존 화학 및 표적항암제와 달리 암세포를 직접 파괴하는 것이 아니라 자신의 면역 세포를 활성화시켜 암세포 만을 죽이기 때문에 부작용이 거의 없고 치료 중의 고통 또한 경감이 된다고 알려져 있음. 작용 기전에 따라 CTLA-4 억제제, PD-1 억제제, PD-L1 억제제 등으로 분류되며, 현재 뇌종양, 간암, 유방암, 위암 등을 대상으로 면역항암제 임상실험이 진행되고 있어 앞으로 활용도는 계속 늘어날 것으로 전망되고 있음."
US0378331005,AAPL,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US29076N2062,EMAN,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US9224171002,VECO,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US55024U1097,LITE,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US91347P1057,OLED,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US0382221051,AMAT,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US2193501051,GLW,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US8825081040,TXN,"0390",마이크로 LED,"마이크로 LED란 일반적으로 칩 크기가 5~100um 수준으로 제작되는 초소형 발광 다이오드로 정의되며, 기존 LED의 빛을 비추는 기능에 응용산업간 융합을 통하여 고밀도화, 집적화, 투명/유연화, 저전력화, 소형화 , 경량화가 필요한 광 응용분야에 적용이 가능한 차세대 광원으로 평가되고 있음. 차세대 디스플레이, 의료/바이오, 자율자동차, IoT/통신, 웨어러블 기기, 드론/로봇 등의 다양한 산업분야에서 새로운 성능과 고부가가치 신시장을 창출할 것으로 전망되고 있으며, 특히 기존 LED에서 구현할 수 없는 플렉서블 디스플레이 구현이 가능한 장점이 있음."
US7739031091,ROK,"0392",스마트팩토리(스마트공장),"스마트팩토리란 설계, 개발, 제조, 유통, 물류 등 생산 전체 과정에 정보통신기술(ICT)을 적용하여 생산성, 품질, 고객 만족도 등을 향상시킬 수 있는 지능형 공장을 뜻함. 사물인터넷, 빅데이터, 클라우드 컴퓨팅, 사이버물리시스템(CPS) 등을 통해 공장 내의 장비, 부품들이 연결 및 상호 소통하는 생산체계로 최소비용과 최소시간으로 고객맞춤형 제품 뿐만 아니라 다품종 복합(대량/소량) 생산이 가능한 유연한 생산체계를 구현할 수 있음."
US3696041033,GE,"0392",스마트팩토리(스마트공장),"스마트팩토리란 설계, 개발, 제조, 유통, 물류 등 생산 전체 과정에 정보통신기술(ICT)을 적용하여 생산성, 품질, 고객 만족도 등을 향상시킬 수 있는 지능형 공장을 뜻함. 사물인터넷, 빅데이터, 클라우드 컴퓨팅, 사이버물리시스템(CPS) 등을 통해 공장 내의 장비, 부품들이 연결 및 상호 소통하는 생산체계로 최소비용과 최소시간으로 고객맞춤형 제품 뿐만 아니라 다품종 복합(대량/소량) 생산이 가능한 유연한 생산체계를 구현할 수 있음."
US4385161066,HON,"0392",스마트팩토리(스마트공장),"스마트팩토리란 설계, 개발, 제조, 유통, 물류 등 생산 전체 과정에 정보통신기술(ICT)을 적용하여 생산성, 품질, 고객 만족도 등을 향상시킬 수 있는 지능형 공장을 뜻함. 사물인터넷, 빅데이터, 클라우드 컴퓨팅, 사이버물리시스템(CPS) 등을 통해 공장 내의 장비, 부품들이 연결 및 상호 소통하는 생산체계로 최소비용과 최소시간으로 고객맞춤형 제품 뿐만 아니라 다품종 복합(대량/소량) 생산이 가능한 유연한 생산체계를 구현할 수 있음."
US42824C1099,HPE,"0392",스마트팩토리(스마트공장),"스마트팩토리란 설계, 개발, 제조, 유통, 물류 등 생산 전체 과정에 정보통신기술(ICT)을 적용하여 생산성, 품질, 고객 만족도 등을 향상시킬 수 있는 지능형 공장을 뜻함. 사물인터넷, 빅데이터, 클라우드 컴퓨팅, 사이버물리시스템(CPS) 등을 통해 공장 내의 장비, 부품들이 연결 및 상호 소통하는 생산체계로 최소비용과 최소시간으로 고객맞춤형 제품 뿐만 아니라 다품종 복합(대량/소량) 생산이 가능한 유연한 생산체계를 구현할 수 있음."
